Time,Motor Bus Volts 0,Motor Bus Volts 1,TempLoc 0 ,TempLoc 1 ,status 0,status 1,status 2,status 3,Gmb Pos 0,Gmb Pos 1,Gmb Pos 2,Gmb Pos 3,Gmb Pos ERR 0,Gmb Pos ERR 1,Gmb Pos ERR 2,Gmb Pos ERR 3,Gmb Pos CMD 0,Gmb Pos CMD 1,Gmb Pos CMD 2,Gmb Pos CMD 3,Gmb Rate 0,Gmb Rate 1,Gmb Rate 2,Gmb Rate 3,Gmb Rate CMD 0,Gmb Rate CMD 1,Gmb Rate CMD 2,Gmb Rate CMD 3,Gmb Current 0,Gmb Current 1,Gmb Current 2,Gmb Current 3,Fly Rate 0,Fly Rate 1,Fly Rate 2,Fly Rate 3,Fly Rate CMD 0,Fly Rate CMD 1,Fly Rate CMD 2,Fly Rate CMD 3,Fly Current 0,Fly Current 1,Fly Current 2,Fly Current 3,TempPri 0,TempPri 1,TempPri 2,TempPri 3,TempAux 0,TempAux 1,TempAux 2,TempAux 3,Rate 0,Rate 1,Rate 2,Rate 3
Thu Jul 31 23:54:04 2014,12.0465,12.0465,2231,2228,1.67772e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.000878906,0.00307617,0.00703125,0.00922852,0.000878906,0.00307617,0.00703125,0.00922852,0,0,0,0,0,0,0,0,-0,-0,-0,-0,20.4983,9.52451,10.4806,9.08963,5995.09,5233.1,5998.21,1307.91,6000,6000,6000,6000,36.6258,122.942,35.181,219.681,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:05 2014,12.0465,12.056,2232,2228,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.00175781,0.00395508,-0.00131836,0.00307617,0.00175781,0.00395508,-0.00131836,0.00307617,0,0,0,0,0,0,0,0,-0,-0,-0,-0,21.7761,10.0837,11.1756,9.61654,5997.59,5290.1,5999.71,1338.23,6000,6000,6000,6000,37.4028,124.337,35.3935,236.561,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:06 2014,12.0181,12.0465,2227,2228,1.67772e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.00131836,0.00307617,0.000439453,0.0158203,0.00131836,0.00307617,0.000439453,0.0158203,0,0,0,0,0,0,0,0,-0,-0,-0,-0,16.5338,7.90756,8.64029,7.85484,6006.3,5347.74,6001.55,1369.17,6000,6000,6000,6000,36.7552,126.011,35.3843,221.956,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:07 2014,12.0181,12.0465,2227,2227,5.03317e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.00131836,0.00395508,0.00131836,-0.00219727,0.00131836,0.00395508,0.00131836,-0.00219727,0,0,0,0,0,0,0,0,-0,-0,-0,-0,18.0982,8.52797,9.41028,8.3519,6003.93,5399.14,5993.63,1399.68,6000,6000,6000,6000,36.0253,127.788,34.8314,212.425,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:08 2014,12.0181,12.0181,2227,2224,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.00131836,0.00395508,-0.00219727,0.00395508,0.00131836,0.00395508,-0.00219727,0.00395508,0,0,0,0,0,0,0,0,-0,-0,-0,-0,22.2722,10.3025,11.4667,9.85891,5999.46,5449.98,5994.76,1430.83,6000,6000,6000,6000,36.8197,129.206,35.1162,231.453,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:09 2014,12.0465,12.0465,2228,2227,5.03317e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00131836,0.00351562,0.00483398,0.00922852,0.00131836,0.00351562,0.00483398,0.00922852,0,0,0,0,0,0,0,0,-0,-0,-0,-0,16.7304,8.01689,8.71689,7.88904,5997.44,5501.63,6001.49,1461.96,6000,6000,6000,6000,36.6911,130.855,35.0895,226.088,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:10 2014,12.0465,12.0465,2227,2227,5.03317e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.00131836,0.00439453,0.00395508,0.000878906,0.00131836,0.00439453,0.00395508,0.000878906,0,0,0,0,0,0,0,0,-0,-0,-0,-0,16.2235,7.84102,8.55114,7.82323,5997.28,5559.7,5999.06,1492.28,6000,6000,6000,6000,35.9062,132.722,35.02,207.773,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:11 2014,12.0086,12.0086,2223,2219,1.67772e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.00131836,0.00307617,-0.00615234,0.0101074,0.00131836,0.00307617,-0.00615234,0.0101074,0,0,0,0,0,0,0,0,-0,-0,-0,-0,21.9103,10.2012,11.3414,9.79647,6000.3,5608.24,6000.65,1524.24,6000,6000,6000,6000,36.3658,134.266,35.0282,221.579,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:12 2014,12.0181,12.0844,2224,2232,5.03317e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.00131836,0.00263672,0.000878906,0.0127441,0.00131836,0.00263672,0.000878906,0.0127441,0,0,0,0,0,0,0,0,-0,-0,-0,-0,18.5928,8.80396,9.64221,8.5561,5997.72,5664.56,5997.74,1553.22,6000,6000,6000,6000,36.7303,135.707,35.2879,231.142,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:13 2014,12.056,12.0465,2231,2227,5.03317e+07,5.03317e+07,1.67772e+07,5.03317e+07,0.00131836,0.00439453,-0.000878906,0.000878906,0.00131836,0.00439453,-0.000878906,0.000878906,0,0,0,0,0,0,0,0,-0,-0,-0,-0,14.8216,7.30577,7.97533,7.44263,6002.91,5713.49,6002.86,1585.6,6000,6000,6000,6000,35.707,137.744,34.9307,210.009,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:14 2014,12.0465,12.0465,2228,2224,1.67772e+07,5.03317e+07,1.67772e+07,5.03317e+07,0.000878906,0.00307617,-0.0065918,0.0140625,0.000878906,0.00307617,-0.0065918,0.0140625,0,0,0,0,0,0,0,0,-0,-0,-0,-0,18.1075,8.63386,9.38178,8.34698,6002.36,5763.8,5998.23,1616.16,6000,6000,6000,6000,35.6464,136.428,34.6192,207.621,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:15 2014,12.0086,12.056,2227,2227,1.67772e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.00131836,0.00307617,0.00615234,0.00703125,0.00131836,0.00307617,0.00615234,0.00703125,0,0,0,0,0,0,0,0,-0,-0,-0,-0,20.6083,9.73257,10.2734,8.87886,5997.44,5803.43,6000.47,1647.03,6000,6000,6000,6000,36.1266,93.9124,34.9411,228.75,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:16 2014,11.9802,12.0465,2219,2224,5.03317e+07,5.03317e+07,1.67772e+07,5.03317e+07,0.000878906,0.00395508,-0.000878906,0.00175781,0.000878906,0.00395508,-0.000878906,0.00175781,0,0,0,0,0,0,0,0,-0,-0,-0,-0,14.509,7.29589,7.21044,6.68886,6002.48,5823.09,5997.31,1678.42,6000,6000,6000,6000,35.536,71.2707,34.3389,219.859,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:17 2014,12.0181,12.056,2227,2227,1.67772e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.00131836,0.00351562,-0.00527344,0.0162598,0.00131836,0.00351562,-0.00527344,0.0162598,0,0,0,0,0,0,0,0,-0,-0,-0,-0,14.0515,7.15931,6.975,6.50233,6002.57,5845.41,5999.73,1708.72,6000,6000,6000,6000,34.6994,62.6129,34.3275,201.106,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:18 2014,11.9802,12.056,2223,2227,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.00131836,0.00483398,0.00483398,0.000878906,0.00131836,0.00483398,0.00483398,0.000878906,0,0,0,0,0,0,0,0,-0,-0,-0,-0,19.236,9.20732,9.38668,8.13259,5999.53,5852.9,6004.95,1740.29,6000,6000,6000,6000,34.7334,57.2455,34.3161,214.68,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:19 2014,11.9707,12.0086,2219,2216,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.00131836,0.00439453,-0.000439453,0.000439453,0.00131836,0.00439453,-0.000439453,0.000439453,0,0,0,0,0,0,0,0,-0,-0,-0,-0,17.186,8.36945,8.33179,7.36689,6000.33,5867.23,6003.05,1770.69,6000,6000,6000,6000,35.4073,53.8538,34.2026,228.517,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:20 2014,12.0181,12.0465,2224,2224,5.03317e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.00175781,0.00219727,0.00219727,0.0153809,0.00175781,0.00219727,0.00219727,0.0153809,0,0,0,0,0,0,0,0,-0,-0,-0,-0,12.8605,6.68584,6.44154,6.05448,6003.06,5882.79,6002.04,1805.52,6000,6000,6000,6000,34.6672,50.5353,34.1211,208.682,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:21 2014,12.0181,12.056,2227,2227,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.000878906,0.00395508,0.00439453,0.00395508,0.000878906,0.00395508,0.00439453,0.00395508,0,0,0,0,0,0,0,0,-0,-0,-0,-0,14.1636,7.18484,6.913,6.36354,5995.79,5894.17,6006.71,1833.17,6000,6000,6000,6000,34.0327,48.5556,33.9253,196.96,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:22 2014,11.9802,12.0465,2223,2224,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000878906,0.00351562,-0.00571289,0.0065918,0.000878906,0.00351562,-0.00571289,0.0065918,0,0,0,0,0,0,0,0,-0,-0,-0,-0,19.4888,9.32623,9.53005,8.20887,6000.22,5901.93,6004.26,1864.06,6000,6000,6000,6000,34.8805,47.0725,34.1599,217.411,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:23 2014,12.0181,12.0465,2224,2224,1.67772e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00131836,0.00219727,0.00571289,0.00791016,0.00131836,0.00219727,0.00571289,0.00791016,0,0,0,0,0,0,0,0,-0,-0,-0,-0,15.4573,7.70655,7.52002,6.80743,6000.01,5912.84,6003.06,1894.81,6000,6000,6000,6000,35.1386,46.5761,34.3843,223.697,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:25 2014,12.0086,11.9802,2223,2216,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.000439453,0.00395508,0.000878906,0.000878906,0.000439453,0.00395508,0.000878906,0.000878906,0,0,0,0,0,0,0,0,-0,-0,-0,-0,12.352,6.49879,6.18843,5.84877,5996.48,5920.43,5993.83,1925.73,6000,6000,6000,6000,34.3748,45.7526,34.0047,201.255,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:26 2014,12.0181,12.056,2228,2227,5.03317e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00175781,0.00351562,0.00395508,0.0118652,0.00175781,0.00351562,0.00395508,0.0118652,0,0,0,0,0,0,0,0,-0,-0,-0,-0,14.4431,7.3155,6.99632,6.42238,5995.33,5928.21,6005.72,1956.39,6000,6000,6000,6000,33.8047,44.9065,33.6833,193.435,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:27 2014,12.0465,12.0181,2227,2228,5.03317e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.00131836,0.00439453,0.000439453,0,0.00131836,0.00439453,0.000439453,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.07502,3.25001,3.47654,3.38713,5999.96,5933.49,5997.19,1997.66,6000,6000,6000,6000,30.8323,42.1101,33.3783,96.6949,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:28 2014,12.0465,12.0181,2227,2227,5.03317e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.00131836,0.00219727,-0.00483398,0.0140625,0.00131836,0.00219727,-0.00483398,0.0140625,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.14852,3.29599,3.49665,3.40851,5997.64,5937.19,5999.33,2044.47,6000,6000,6000,6000,29.2476,41.6534,32.218,32.9187,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:29 2014,12.0465,12.0086,2223,2223,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.000878906,0.00439453,0.00307617,0.00219727,0.000878906,0.00439453,0.00307617,0.00219727,0,0,0,0,0,0,0,0,-0,-0,-0,-0,4.9521,3.1456,3.35357,3.227,5998.68,5945.59,6006.99,2091.32,6000,6000,6000,6000,28.548,39.9577,31.8853,28.527,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:30 2014,12.0465,12.0181,2224,2227,1.67772e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000439453,0.00307617,-0.00351562,0.00571289,0.000439453,0.00307617,-0.00351562,0.00571289,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.19716,3.32823,3.52264,3.40815,5999.49,5949.87,5996.71,2140.94,6000,6000,6000,6000,28.3715,39.1708,32.2162,28.7325,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:31 2014,12.0181,12.0086,2223,2224,5.03317e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.00263672,0.00307617,0.00351562,0.014502,0.00263672,0.00307617,0.00351562,0.014502,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.23741,3.33468,3.50698,3.39539,6001.01,5955.92,6000.02,2187.34,6000,6000,6000,6000,28.7864,38.4135,31.9276,29.2618,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:32 2014,12.0181,12.0086,2219,2223,5.03317e+07,5.03317e+07,1.67772e+07,5.03317e+07,0.000878906,0.00527344,0.000439453,0.00175781,0.000878906,0.00527344,0.000439453,0.00175781,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.21892,3.32303,3.5256,3.40008,5998.9,5963.19,6001.68,2237.47,6000,6000,6000,6000,28.6317,37.435,31.9925,29.8241,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:33 2014,12.0181,12.0181,2223,2224,1.67772e+07,5.03317e+07,1.67772e+07,5.03317e+07,0.000439453,0.00351562,-0.00527344,0.0065918,0.000439453,0.00351562,-0.00527344,0.0065918,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.3045,3.38974,3.52291,3.42299,6001.1,5965.2,6000.9,2286.22,6000,6000,6000,6000,29.1232,36.9946,32.139,30.4219,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:34 2014,12.0181,12.0086,2220,2224,1.67772e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.000878906,0.00219727,0.00615234,0.0149414,0.000878906,0.00219727,0.00615234,0.0149414,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.36409,3.42013,3.56626,3.46505,5996.25,5968.44,5998.75,2336.9,6000,6000,6000,6000,29.0671,36.5296,32.2729,31.0476,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:35 2014,12.0465,12.0181,2223,2227,5.03317e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.000878906,0.00439453,0.00131836,0.00263672,0.000878906,0.00439453,0.00131836,0.00263672,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.25844,3.35671,3.54501,3.43712,5997.66,5967.38,6001.66,2383.91,6000,6000,6000,6000,28.987,36.0315,32.2903,31.6914,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:36 2014,12.0465,12.0086,2224,2220,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.00175781,0.00307617,-0.00571289,0.013623,0.00175781,0.00307617,-0.00571289,0.013623,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.28045,3.36085,3.50826,3.41487,5993.07,5976.26,6004.54,2433.85,6000,6000,6000,6000,29.0084,35.6669,32.0524,32.4026,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:37 2014,12.0465,12.0086,2224,2223,1.67772e+07,1.67772e+07,1.67772e+07,1.67772e+07,0.000439453,0.00351562,0.00263672,0,0.000439453,0.00351562,0.00263672,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.40664,3.44295,3.64534,3.53623,6001.66,5976.8,6002.88,2483.3,6000,6000,6000,6000,29.0833,35.1459,32.3193,33.0997,1948,1948,4095,4095,1948,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:38 2014,12.0181,12.0086,2220,2220,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000878906,0.00395508,-0.000878906,0.00571289,0.000878906,0.00395508,-0.000878906,0.00571289,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.35417,3.41287,3.58319,3.47966,6002.46,5977.94,5996.45,2530.51,6000,6000,6000,6000,29.2173,34.9758,32.2314,33.8568,1948,1948,4095,4095,1951,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:39 2014,12.0465,12.0086,2224,2220,5.03317e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.00263672,0.00263672,-0.000878906,0.0153809,0.00263672,0.00263672,-0.000878906,0.0153809,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.45017,3.46002,3.67729,3.54868,5997.29,5981.43,6000.22,2583.77,6000,6000,6000,6000,29.1952,34.5125,32.5478,34.6697,1948,1948,4095,4095,1951,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:40 2014,12.0465,12.0181,2223,2224,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,-0.000439453,0.00395508,0.00307617,0,-0.000439453,0.00395508,0.00307617,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.39013,3.44656,3.68486,3.5707,5999.87,5983.32,6002.42,2632.08,6000,6000,6000,6000,29.0353,34.1999,32.4611,35.5328,1948,1951,4095,4095,1951,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:41 2014,12.0181,12.0086,2220,2223,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000878906,0.00263672,-0.00483398,0.00483398,0.000878906,0.00263672,-0.00483398,0.00483398,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.55611,3.53134,3.75538,3.64857,5998.33,5985.25,5998.21,2680.38,6000,6000,6000,6000,29.2146,34.2136,32.4883,36.369,1948,1951,4095,4095,1951,1948,4095,2048,0,0,0,0
Thu Jul 31 23:54:42 2014,12.0465,12.0086,2224,2223,1.67772e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00131836,0.00307617,0.00395508,0.0123047,0.00131836,0.00307617,0.00395508,0.0123047,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.62148,3.5791,3.82016,3.67967,6003.15,5990.38,6005.2,2731.76,6000,6000,6000,6000,29.252,33.9811,32.7609,37.2142,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:43 2014,12.0181,12.0086,2220,2223,5.03317e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.000439453,0.00439453,0.00131836,0.0065918,0.000439453,0.00439453,0.00131836,0.0065918,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.63587,3.5723,3.75158,3.61961,6003.33,5987.8,5999.18,2783.62,6000,6000,6000,6000,29.1442,33.6058,32.5014,38.1331,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:44 2014,12.0181,12.0181,2223,2224,5.03317e+07,5.03317e+07,1.67772e+07,5.03317e+07,0.00131836,0.00395508,-0.00615234,0.0215332,0.00131836,0.00395508,-0.00615234,0.0215332,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.68372,3.59894,3.81607,3.703,6002.58,5988.79,6004.72,2836.44,6000,6000,6000,6000,29.1461,33.5318,32.6535,39.0995,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:45 2014,12.0465,12.0181,2223,2223,1.67772e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00175781,0.00395508,0.00527344,0.0065918,0.00175781,0.00395508,0.00527344,0.0065918,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.62203,3.57415,3.72093,3.61025,6001.52,5988.29,6004.37,2883.49,6000,6000,6000,6000,29.2287,33.474,32.1729,40.0167,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:46 2014,12.056,12.0181,2224,2224,1.67772e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.000878906,0.00439453,0.00263672,-0.00483398,0.000878906,0.00439453,0.00263672,-0.00483398,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.77063,3.61578,3.85519,3.71877,5996.79,5985.77,5995.93,2934.09,6000,6000,6000,6000,29.2997,33.8394,32.3917,40.9636,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:47 2014,12.0465,12.0181,2223,2223,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000878906,0.00263672,-0.00527344,0.0162598,0.000878906,0.00263672,-0.00527344,0.0162598,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.74845,3.63309,3.82106,3.68837,6006.62,5993.17,6001.58,2988.21,6000,6000,6000,6000,29.4388,33.202,32.4147,41.9744,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:48 2014,12.0465,12.0086,2224,2220,5.03317e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.000878906,0.00307617,0.00439453,0.0123047,0.000878906,0.00307617,0.00439453,0.0123047,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.71876,3.58665,3.85281,3.73292,5996.6,5992.29,6002.28,3035.45,6000,6000,6000,6000,29.1523,32.997,32.532,43.0493,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:49 2014,12.0181,12.0086,2220,2223,5.03317e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.00131836,0.00439453,0,-0.00395508,0.00131836,0.00439453,0,-0.00395508,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.78955,3.62102,3.88181,3.75854,6003.12,5988.95,5996.71,3087.41,6000,6000,6000,6000,29.2216,33.005,32.576,44.0361,1948,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:50 2014,12.0086,12.0086,2216,2223,5.03317e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.00263672,0.00263672,-0.00351562,0.0118652,0.00263672,0.00263672,-0.00351562,0.0118652,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.91307,3.70675,3.93569,3.8116,5999.85,5993.49,5997.92,3135.32,6000,6000,6000,6000,29.2917,32.7621,32.6659,45.0487,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:51 2014,12.0181,12.0086,2220,2220,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,0,0.00351562,0.00483398,-0.000439453,0,0.00351562,0.00483398,-0.000439453,0,0,0,0,0,0,0,0,-0,-0,-0,-0,5.88617,3.65926,3.90147,3.77683,6004.94,5996.67,6002.47,3186.62,6000,6000,6000,6000,29.16,32.8798,32.6077,46.1597,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:52 2014,12.0465,12.0086,2223,2220,1.67772e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000439453,0.00351562,-0.00615234,0.00615234,0.000439453,0.00351562,-0.00615234,0.00615234,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.01966,3.74254,3.95273,3.83726,6003.02,5996.39,6002.08,3241.7,6000,6000,6000,6000,29.4311,32.6674,32.5125,47.2272,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:53 2014,12.0465,12.0086,2223,2223,1.67772e+07,1.67772e+07,5.03317e+07,1.67772e+07,0.00219727,0.00351562,0.000878906,0.0105469,0.00219727,0.00351562,0.000878906,0.0105469,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.08505,3.76761,3.99036,3.86761,5997.76,5992.46,6000.16,3291.35,6000,6000,6000,6000,29.5968,32.5175,32.2904,48.2971,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:54 2014,12.0181,12.0181,2220,2223,1.67772e+07,1.67772e+07,1.67772e+07,1.67772e+07,0,0.00351562,0.00527344,0.00263672,0,0.00351562,0.00527344,0.00263672,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.03319,3.73915,3.97203,3.85793,5998.42,5997.04,6000.72,3340.37,6000,6000,6000,6000,29.5266,32.3082,32.1319,49.3742,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:55 2014,12.0465,12.0086,2223,2220,1.67772e+07,1.67772e+07,1.67772e+07,5.03317e+07,0.000439453,0.00351562,-0.00527344,0.0065918,0.000439453,0.00351562,-0.00527344,0.0065918,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.13279,3.7912,3.9969,3.89452,5999.23,5992.06,6002.76,3391.12,6000,6000,6000,6000,29.5398,32.8025,32.265,50.5209,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:56 2014,12.0181,12.0181,2220,2223,5.03317e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00219727,0.00351562,0.00131836,0.0114258,0.00219727,0.00351562,0.00131836,0.0114258,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.15885,3.78631,4.02451,3.91672,6006.99,5993.21,5998.28,3440.88,6000,6000,6000,6000,29.8511,32.7038,32.447,51.644,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:57 2014,12.0465,12.0181,2220,2223,1.67772e+07,1.67772e+07,5.03317e+07,5.03317e+07,0.000878906,0.00351562,0.00439453,0.00131836,0.000878906,0.00351562,0.00439453,0.00131836,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.12071,3.78198,3.9768,3.85306,5999.8,5994.77,6001.82,3494.79,6000,6000,6000,6000,29.4398,32.6655,32.3547,52.8348,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:58 2014,12.0465,12.0181,2223,2223,5.03317e+07,5.03317e+07,5.03317e+07,1.67772e+07,0.00175781,0.00307617,-0.00263672,0.0197754,0.00175781,0.00307617,-0.00263672,0.0197754,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.20334,3.81845,3.99794,3.87183,6001.68,5999.24,6004.21,3549.85,6000,6000,6000,6000,29.8288,32.5574,32.0162,53.8785,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
Thu Jul 31 23:54:59 2014,12.0181,12.0181,2219,2223,1.67772e+07,5.03317e+07,1.67772e+07,1.67772e+07,0.000878906,0.00483398,0.00571289,0.0065918,0.000878906,0.00483398,0.00571289,0.0065918,0,0,0,0,0,0,0,0,-0,-0,-0,-0,6.30462,3.88681,4.08492,3.97383,5997.88,5995.93,5992.84,3597.46,6000,6000,6000,6000,29.7819,32.618,32.2558,54.9979,1951,1951,4095,4095,1951,1951,4095,2048,0,0,0,0
